inchi_key,smiles,homo (eV),lumo (eV),vertical_excitation_energy (eV),redox_potential_S0 (eV),redox_potential_S1 (eV),redox_potential_T1 (eV),dipole_moment_S0 (D),dipole_moment_S1 (D),dipole_moment_T1 (D),0-0_S1 (eV),0-0_T1 (eV),ionization_potential (eV)
BNYRCTWYHQXEKB-ISLYRVAYSA-N,Sc1cnc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(s1)S,-5.72201,-3.124955,,0.81,,0.07,0,,0,,0.74,6.44
BPDSIYOZJCFOKR-YODPDAALSA-N,[O-][N+](=O)/N=C/c1ccc(cc1)/N=N/c1ccc(cc1)/C=N\[N+](=O)[O-],-7.391429,-3.776668,,2.09,,1.09,0.00042,,3.56935,,1,8.41
BQPNWYIZAOQKMY-UHFFFAOYSA-N,Cc1cnc(nc1)[C@]1(C)N=N1,-7.308706,-2.109154,2.96,2.34,-0.72,-0.35,5.11284,5.11284,8.461,3.06,2.69,8.51
BQTWENUTYIJGOX-UHFFFAOYSA-N,Cc1ncc([nH]1)c1cc2c3cc(c4cnc([nH]4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1cnc([nH]1)C)cc(c5ccc4)c1cnc([nH]1)C,-5.324996,-2.536645,,,,,10.08977,,,,,
BSCMALNKZHTFND-RSQYGXQASA-N,C/N=C\c1ccc(o1)/N=N/c1ccc(o1)/C=N\C,-6.271408,-3.203052,,1.28,,0.49,7.47349,,6.84489,,0.79,7.15
BTMRGPHTEXTYNA-FOCLMDBBSA-N,Clc1nnc(nn1)c1ccc(o1)/N=N/c1ccc(o1)c1nnc(nn1)Cl,-6.639306,-3.668095,,1.71,,0.87,7.22787,,7.71525,,0.84,7.66
BVBWGQQLKITHLL-FOCLMDBBSA-N,CC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CC,-5.916844,-2.936653,,1.01,,0.25,0.69833,,5.91455,,0.76,6.64
BVKHYHXARAVAMP-UHFFFAOYSA-N,FC(c1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cc1)C(F)(F)F)(F)F,-5.468944,-2.480862,,,,,6.65364,,,,,
BVXNHAFCAIKWJO-QVIHXGFCSA-N,N#Cc1cnc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(cn1)C#N,-6.928019,-3.252577,,1.77,,0.72,0.00022,,2.0544,,1.05,7.75
BWCZPPRYTXEPCG-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(s1)F)c1ccc(s1)F,-6.509235,-3.152983,2.13,,,,1.62904,1.62904,12.6389,2.25,1.83,7.5
BWIPMMVDQWPABW-UHFFFAOYSA-N,Sc1cnc(s1)c1cc2c3cc(c4ncc(s4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(s1)S)cc(c5ccc4)c1ncc(s1)S,-5.632757,-2.903727,,,,,2.7581,,,,,0.07
BXNYECZHWNLIPS-UHFFFAOYSA-N,N#CC#C[C@]1(C#N)N=N1,-8.498932,-3.228087,3.12,3.63,0.4,0.75,3.51604,3.51604,1.31516,3.23,2.88,10.41
BYCCZHWWRXPEOH-UHFFFAOYSA-N,Sc1ccc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(cn1)S,-6.516855,-3.158153,2.25,1.89,-0.5,-0.15,6.08991,6.08991,19.51566,2.39,2.04,7.46
BZBSDVNUGKYWLX-UHFFFAOYSA-N,Fc1ccc(o1)[C@]1(F)N=N1,-6.894277,-2.681138,2.15,2.02,-0.33,-0.02,3.24376,3.24376,9.05518,2.35,2.04,8.64
BZFPGDMVRFZXMG-UHFFFAOYSA-N,Fc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)F,-5.728269,-3.449043,,0.98,,,6.9234,,,,,6.77
BZNNCHRPFSFNBP-UHFFFAOYSA-N,c1ccc2c(c1)c1c3c4c2ccc2c4c4c5c3c(c3c1cccc3)c1c(c5c3c(c4c4c2cccc4)cccc3)cccc1,,,,,,,,,,,,
BZPUOXCCQGIOEV-UHFFFAOYSA-N,FC(Oc1ccc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc([nH]1)OC(F)(F)F)(F)F,-5.364725,-2.460453,,,,,5.10163,,,,,
CAFKTMYBPSXEGJ-UHFFFAOYSA-N,S/C=C/[C@]1(S)N=N1,-6.776995,-2.336642,1.78,1.81,-0.37,-0.16,2.67548,2.67548,6.05818,2.18,1.97,8.32
CAHFMHPGCFETPL-UHFFFAOYSA-N,Clc1c[nH]c(c1)[C@]1(Cl)N=N1,-6.605836,-2.586986,2.07,1.65,-0.62,-0.32,3.67395,3.67395,10.19798,2.27,1.97,8.11
CANOMQQSAVILIN-UHFFFAOYSA-N,Cn1c(ccc1c1cc2c3cc(c4ccc(n4C)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)OC(F)(F)F)cc(c5ccc4)c1ccc(n1C)OC(F)(F)F)OC(F)(F)F,,,,,,,,,,,,
CBDYBLAQSSFLSE-UHFFFAOYSA-N,FC(C1=CC=C(S1(=O)=O)[C@@]1(N=N1)C(F)(F)F)(F)F,-8.056475,-3.478976,2.67,3.13,0.27,1.43,7.19211,7.19211,7.17951,2.86,1.7,9.58
CBHPPIJPCRTIHM-UHFFFAOYSA-N,Sc1ccc(n1C)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)S,-5.410168,-2.446848,,,,,2.0745,,,,,
CBOGOZSCLHQWAE-QVIHXGFCSA-N,FC(c1ccc(o1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(o1)C(F)(F)F)(F)F,-6.327463,-2.902911,,1.51,,0.46,7.43021,,6.8408,,1.05,7.26
CBUIEVKAMJGIPP-UHFFFAOYSA-N,Sc1ccc(cc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(cc1)S,-5.356289,-2.386166,,,,,0.2841,,,,,6.11
CDBOHLQHVOIZHL-UHFFFAOYSA-N,ClC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)Cl,-5.641192,-3.000599,,,,,13.6897,,,,,
CDLWLRHRMNWTMU-QURGRASLSA-N,c1coc(c1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccco1,-5.969906,-2.718417,,1.14,,0.09,1.60582,,5.0204,,1.05,6.76
CEHGRCLLMICTQS-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1nccs1)c1nccs1,-6.871691,-3.269992,2.36,1.94,-0.54,-0.3,2.30359,2.30359,5.21142,2.48,2.24,7.84
CERNXSRWYBBWEI-FMQUCBEESA-N,[O-][N+](=O)C1=CC=C(C1)c1ccc(o1)/N=N/c1ccc(o1)C1=CC=C(C1)[N+](=O)[O-],-5.961198,-3.708912,,1.1,,0.62,8.30019,,8.56255,,0.48,6.98
CFGCEWBDXHBWST-OCEACIFDSA-N,CC1=CC=C(C1)c1ccc(cc1)/N=N/c1ccc(cc1)C1=CC=C(C1)C,-5.535068,-2.618279,,0.74,,-0.25,0.002,,5.2753,,0.99,6.26
CFKAHSNQPMLNNO-QURGRASLSA-N,O=Cn1c(C)ccc1c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)C,-5.475475,-2.877876,,0.47,,-0.16,2.21557,,1.8454,,0.63,6.11
CFZYJORKPYFCLH-UHFFFAOYSA-N,c1ccc(cc1)c1cc2c3cc(c4ccccc4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccccc1)cc(c5ccc4)c1ccccc1,-5.373976,-2.410112,,,,,0.02959,,,,,
CGHHZZJMBFBKDQ-UHFFFAOYSA-N,FC(c1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)C(F)(F)F)(F)F,-5.802828,-3.405505,,,,,9.73559,,,,,
CGILFSCOFDTGFV-UHFFFAOYSA-N,c1csc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nccs1,-5.490169,-2.626443,1.75,0.67,-1.23,-0.51,1.6605,1.6605,2.0917,1.9,1.18,6.22
CGXIVLYUPDEBCH-UHFFFAOYSA-N,Clc1ccc(n1C)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)Cl,-5.412072,-2.456644,,,,,3.6517,,,,,6.14
CHLNYXQJUPTEJZ-WCWDXBQESA-N,Oc1ccc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc([nH]1)O,-5.324996,-2.503175,,0.56,,-0.48,0.304,,8.2117,,1.04,6.07
CITGVGJXMKEMRK-OCEACIFDSA-N,N#Cc1ccc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(s1)C#N,-6.464609,-3.028627,,1.6,,0.54,2.4303,,7.5995,,1.06,7.44
CKJXRRFMXGLFJE-KNOCWOPBSA-N,[O-][N+](=O)/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C\[N+](=O)[O-],-6.549508,-3.764967,,1.42,,1.26,7.83994,,7.81253,,0.16,7.61
CMCMKBPRJOYLGY-UHFFFAOYSA-N,N#CC1=CC=C(C1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(C1)C#N,-6.556039,-3.282509,2.14,1.87,-0.37,-0.08,5.63321,5.63321,2.89495,2.24,1.95,7.73
CNRVVCMPXWXMFW-UHFFFAOYSA-N,C#Cc1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C#C,,,,,,,,,,,,
CNSKENAQGROUTC-UHFFFAOYSA-N,N#Cc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)C#N,-5.842556,-3.43326,,,,,13.6327,,,,,7.02
CNTZVJORLKGWJZ-UHFFFAOYSA-N,N#Cc1ncc([nH]1)[C@]1(C#N)N=N1,-7.459729,-3.08305,2.33,2.57,0.02,0.24,4.81218,4.81218,3.56211,2.55,2.33,9.3
COTQPDLIJPQNAC-AGSASIROSA-N,N#C/C=C\c1ccc(o1)/N=N/c1ccc(o1)/C=C/C#N,-6.245013,-3.519248,,1.3,,0.7,7.68015,,7.54839,,0.6,7.33
COXAKHPHWSUWIV-ZCXUNETKSA-N,O=S1(=O)C=CC=C1c1ccc(s1)/N=N\c1ccc(s1)C1=CC=CS1(=O)=O,-6.204468,-3.551902,,1.17,,1.24,4.0537,,0.44441,,-0.07,7.01
CPNJWWRDYIKSFJ-AROPPZRASA-N,C=CO/C=C\c1ccc(s1)/N=N\c1ccc(s1)/C=C\OC=C,-5.720377,-2.708621,,0.56,,0.41,9.87892,,7.04598,,0.15,6.18
CPTHHTGZTQBXLG-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)O)c1ccc([nH]1)O,-5.648811,-2.955429,1.64,1.03,-0.71,-0.5,4.12442,4.12442,8.64209,1.74,1.53,6.59
CQFONUXIAHDACZ-WCWDXBQESA-N,OC1=CC=C(C1)c1ccc(cc1)/N=N/c1ccc(cc1)C1=CC=C(C1)O,-5.324996,-2.552156,,0.5,,-0.48,4.99485,,7.20304,,0.98,6.1
CQTYLVKJPGAHRU-UHFFFAOYSA-N,Clc1c(Cl)cc2c(c1Cl)c1ccc3c4c1c1c2c2cc(Cl)c(c(c2c2c1c1c4c(c4c3c(Cl)c(Cl)c(c4)Cl)c3c(c1c1c2cccc1)c(Cl)c(c(c3)Cl)Cl)Cl)Cl,,,,,,,,,,,,
CQVVBYLEHCVETJ-UHFFFAOYSA-N,Clc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)Cl,-5.731262,-3.357885,0.86,0.92,-0.36,,6.109,6.109,,1.28,,6.72
CRPWWEGCXMDPCA-UHFFFAOYSA-N,FC(c1cnc(o1)c1cc2c3cc(c4ncc(o4)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(o1)C(F)(F)F)cc(c5ccc4)c1ncc(o1)C(F)(F)F)(F)F,-5.847455,-3.198426,,,,,1.55048,,1.72836,,0.22,
CTJDWVMZNHKDKG-VHXPQNKSSA-N,Fc1ccc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cn1)F,-6.009907,-3.037063,,0.96,,0.75,6.59435,,6.36418,,0.21,6.69
CTTBYFNTIAKIJY-UHFFFAOYSA-N,N#CC1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)C#N,-5.436018,-2.657464,,,,,11.11207,,,,,
CVWCIHMZAVMAIC-UHFFFAOYSA-N,Cn1c(ccc1[C@@]1(N=N1)C(F)(F)F)C(F)(F)F,-7.282583,-2.727397,1.86,,,,0.9717,0.9717,7.90569,2.59,2.51,8.62
CWIRALQULHQMEP-UHFFFAOYSA-N,C1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=CC1,-5.190572,-2.403854,1.68,,,,0.70966,0.70966,,1.84,,
CWNKXRLZCHNYCF-UHFFFAOYSA-N,SC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)S,,,,,,,,,,,,
CWSBSGWYLFHKKA-UHFFFAOYSA-N,c1cnc2c(c1)c1ccc3c4c1c1c2c2ncccc2c2c1c1c4c(c4c3cccn4)c3c(c1c1c2cccc1)cccn3,-6.10052,-2.400316,,,,,0.62532,,,,,
CWZAOYMNMSPDER-UHFFFAOYSA-N,FC(c1cnc(nc1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(cn1)C(F)(F)F)(F)F,-7.643678,-3.364144,2.74,2.76,-0.07,0.27,1.3316,1.3316,5.7464,2.83,2.49,8.67
CXBFGTLYYMFWCD-UHFFFAOYSA-N,FC(Oc1cnc(nc1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(cn1)OC(F)(F)F)(F)F,-5.561735,-2.678689,,,,,1.70106,,,,,
CXHTZPDPLQJFAC-UHFFFAOYSA-N,FC(Oc1cnc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(s1)OC(F)(F)F)(F)F,-5.565272,-2.720594,,,,,5.70914,,,,,
CYKUMPVYVMAFKH-VHXPQNKSSA-N,N#Cc1ccc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc([nH]1)C#N,-6.00011,-2.993524,,0.84,,0.69,8.56028,,5.86017,,0.15,6.8
CYOIOBCJQTZPPF-UHFFFAOYSA-N,FC(OC#Cc1cc2c3cc(C#COC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)C#COC(F)(F)F)cc(c5ccc4)C#COC(F)(F)F)(F)F,-5.58813,-2.813929,,,,,0.23417,,0.27982,,0.21,
CYQVAQIOAWGRCN-QURGRASLSA-N,Sc1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(cn1)S,-5.998478,-3.120057,,1.12,,0.35,0.2399,,6.4134,,0.77,6.65
CZRFULQNDHFNRN-UHFFFAOYSA-N,OC1=CC=C(C1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(C1)O,-4.990568,-2.333104,1.6,,,,2.29774,2.29774,2.98964,1.74,1.06,
CZZVLCYAKCFYJY-UHFFFAOYSA-N,C/C=C\[C@]1(C)N=N1,-6.789241,-1.869422,2.52,1.79,-0.88,-0.53,2.77241,2.77241,6.06609,2.67,2.32,8.26
DAONYSZAHZJLDU-UHFFFAOYSA-N,[O-][N+](=O)C#C[C@@]1(N=N1)[N+](=O)[O-],-9.234728,-3.795716,1.86,4.37,1.64,1.19,3.47031,3.47031,1.13751,2.73,3.18,11.13
DCLWZIFAWXLQTP-UHFFFAOYSA-N,Clc1ccc(o1)[C@]1(Cl)N=N1,-6.809921,-2.661818,2.1,1.89,-0.44,-0.21,3.13008,3.13008,10.41651,2.33,2.1,8.33
DCXIMRSHMXAVHX-UHFFFAOYSA-N,c1ccc(cc1)[C@@H]1N=N1,-6.968291,-2.131196,2.66,2.06,-0.75,-0.43,2.47329,2.47329,7.38542,2.81,2.49,8.46
DDHPYLVJEXPJQU-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=CC1)C1=CC=CC1,-6.11331,-3.032981,1.97,1.44,-0.64,-0.36,0.7047,0.7047,4.9303,2.08,1.8,7.1
DDQABLDGNVCBDR-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)c1cc2c3cc(c4ccc(cc4)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)[N+](=O)[O-])cc(c5ccc4)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,,,
DDXKCKBBPAYDGA-UHFFFAOYSA-N,Sc1coc(n1)[C@]1(S)N=N1,-6.882576,-2.576646,2.24,1.8,-0.62,-0.39,2.41694,2.41694,8.77634,2.42,2.19,8.21
DEHQVFZKGDWEKQ-UHFFFAOYSA-N,N#CC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)C#N,,,,,,,,,,,,
DERFPHVVJJEXKE-UHFFFAOYSA-N,OC1=CC=C(C1)c1cc2c3cc(C4=CC=C(C4)O)c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(C1)O)cc(c5ccc4)C1=CC=C(C1)O,-4.935329,-2.321675,,,,,3.76642,,3.08561,,0.26,
DEZQSMQOKKCBPQ-UHFFFAOYSA-N,FC(C1(N=N1)C(F)(F)F)(F)F,-9.651878,-3.167133,3.79,4.84,0.97,1.59,0.9017,0.9017,0.5623,3.87,3.25,11.7
DFPUGULMUYDYKV-WYSJLEGWSA-N,FC(/C=C/c1ccc(s1)/N=N\c1ccc(s1)/C=C/C(F)(F)F)(F)F,-6.255625,-3.247679,,1.16,,1.01,2.99924,,2.7018,,0.15,7.3
DFQSEKZYJPAANI-QURGRASLSA-N,c1ccc(cc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccccc1,-5.714119,-2.866719,,0.79,,0.01,1.05671,,0.71639,,0.78,6.44
DFXSZWZFLOXWTB-UHFFFAOYSA-N,FC(Oc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)OC(F)(F)F)cc(c5ccc4)c1ccc(cc1)OC(F)(F)F)(F)F,,,,,,,,,,,,
DGJRLIHVCIOSEC-FMQUCBEESA-N,[O-][N+](=O)c1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)[N+](=O)[O-],-5.98596,-3.44741,,1.07,,0.34,7.09258,,7.70155,,0.73,7.01
DGNUNUGWIJZIFW-QURGRASLSA-N,Oc1ccc(cc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cc1)O,-5.492618,-2.7059,,0.65,,-0.13,3.66762,,6.52936,,0.78,6.16
DHJUYONPCPGTHS-ZCXUNETKSA-N,[O-][N+](=O)c1ccc(o1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(o1)[N+](=O)[O-],-6.1944,-3.616121,,1.17,,1.05,11.5491,,8.6718,,0.12,7.15
DHLXRAILLJPXLU-QURGRASLSA-N,Fc1ncc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1cnc([nH]1)F,-5.616158,-2.923047,,0.69,,0.02,0,,0,,0.67,6.59
DHZKKMIRTMCIQA-UHFFFAOYSA-N,Sc1ccc(o1)c1cc2c3cc(c4ccc(o4)S)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(o1)S)cc(c5ccc4)c1ccc(o1)S,-5.431665,-2.684947,,,,,0.11237,,,,,
DILLNBNSYVFQIS-BYYHNAKLSA-N,N#Cc1ccc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc([nH]1)C#N,-6.186508,-2.855291,,1.38,,0.3,0.00046,,0.89485,,1.08,7.17
DJKSKULPBXJAFA-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncco1)c1ncco1,-6.953597,-3.286591,2.42,,,,1.96701,1.96701,5.00482,2.54,2.3,7.95
DJOUIENRCXUSNZ-UHFFFAOYSA-N,FC(c1cc([nH]c1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1[nH]cc(c1)C(F)(F)F)(F)F,-6.494269,-3.150806,2.13,,,,4.79703,4.79703,4.25329,2.25,2.02,7.63
DJUWDDJFGBEJQQ-IHBFSAOTSA-N,C/C=C/O/C=C\c1cc2c3cc(/C=C\O/C=C/C)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C\O/C=C/C)cc(c5ccc4)/C=C\O/C=C/C,,,,,,,,,,,,
DKFKWRGGQWLKMO-UHFFFAOYSA-N,Fc1c(F)c(F)c2c(c1F)c1c3c4c2c2cnccc2c2c4c4c5c3c(c3c1cncc3)c1ccncc1c5c1c(c4c3c2ccnc3)c(F)c(c(c1F)F)F,,,,,,,,,,,,
DKTALCSEAGZQJV-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1scc(n1)S)c1scc(n1)S,-6.413996,-3.302646,2.05,1.75,-0.46,-0.04,1.80476,1.80476,18.6844,2.21,1.79,7.41
DLENVYASMXCDEG-UHFFFAOYSA-N,FC(c1cnc(s1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(s1)C(F)(F)F)(F)F,-7.264351,-3.414212,2.55,2.46,-0.21,0.06,2.1675,2.1675,1.3206,2.67,2.4,8.36
DMHBFYSYKNLTLA-UHFFFAOYSA-N,COc1ccc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(o1)OC,-5.838203,-2.995429,1.79,-4.22,-6.11,-5.9,0.3795,0.3795,3.05199,1.89,1.68,6.71
DMIBVWGGWBJDKC-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(s1)O)c1ccc(s1)O,-6.077391,-3.048491,1.92,1.34,-0.69,-0.47,7.02812,7.02812,11.2924,2.03,1.81,6.99
DMJLAWMFXJTEEQ-UHFFFAOYSA-N,Fc1ccc(s1)c1cc2c3cc(c4ccc(s4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)F)cc(c5ccc4)c1ccc(s1)F,-5.396562,-2.612021,,,,,1.85061,,,,,
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,c1ccc(cc1)/N=N/c1ccccc1,-6.849106,-2.551339,,1.77,,0.22,0,,0,,1.55,7.73
DMRPUUKKHXUDTN-UHFFFAOYSA-N,FC#Cc1cc2c3cc(C#CF)c4c5c3c(c3c2c2c1cccc2c(c3)C#CF)cc(c5ccc4)C#CF,-5.581055,-2.782636,1.87,0.83,-1.12,-0.3,0,0,0,1.95,1.13,6.47
DMTLMOZZRPENQI-DQSJHHFOSA-N,O=Cn1c(ccc1c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C=O)C(F)(F)F)C(F)(F)F,-6.297531,-2.925768,,0.86,,0.66,2.19768,,4.27645,,0.2,6.72
DMZYAVYCKNYTIZ-ZPHADDHFSA-N,F/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N\F,-6.495358,-3.337476,,1.41,,1.18,2.4819,,1.5363,,0.23,7.52
DNCKDXKSORHMQT-UHFFFAOYSA-N,N#Cc1ccc(s1)c1cc2c3cc(c4ccc(s4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)C#N)cc(c5ccc4)c1ccc(s1)C#N,-5.662689,-2.905904,,,,,8.9766,,,,,
DNHXBHFLXMJCSS-UHFFFAOYSA-N,N#CC1(C#N)N=N1,-9.176223,-3.357613,3.47,4.32,0.76,1.17,3.1008,3.1008,0.2563,3.56,3.15,11.27
DNXIASLMFWVXCZ-UHFFFAOYSA-N,N#CC1=CC=C(S1(=O)=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(S1(=O)=O)C#N,-7.448845,-3.86701,2.15,2.54,0.14,1.18,10.19252,10.19252,11.24322,2.4,1.36,8.62
DOHOXEDBRGUCGJ-UHFFFAOYSA-N,FC(Oc1ncc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1cnc([nH]1)OC(F)(F)F)(F)F,-6.558216,-3.180195,2.13,,,,4.60891,4.60891,2.57159,2.27,2.05,7.61
DOKRBLLIFIJKEE-UHFFFAOYSA-N,Oc1nnc(nn1)[C@]1(O)N=N1,-7.679053,-3.56061,1.86,2.8,0.87,1.32,5.3428,5.3428,5.25136,1.93,1.48,9.09
DOYMAAFUYSNDCW-VXPUYCOJSA-N,[O-][N+](=O)C1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)[N+](=O)[O-],-6.018886,-3.650135,,0.96,,1,5.14673,,8.56463,,-0.04,6.98
DPGRDUGGUUXXKR-UHFFFAOYSA-N,Clc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)Cl,-5.566905,-2.812841,1.77,0.72,-1.15,-0.42,6.5441,6.5441,6.5994,1.87,1.14,6.39
DPRIFTDICSSESH-UHFFFAOYSA-N,C#Cc1cc2c3cc(C#C)c4c5c3c(c3c2c2c1cccc2c(c3)C#C)cc(c5ccc4)C#C,-5.646362,-2.886856,,0.89,,-0.22,0,,0.00051,,1.11,6.43
DPUPUKXISYIQRA-UHFFFAOYSA-N,c1ccc([nH]1)c1cc2c3cc(c4ccc[nH]4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc[nH]1)cc(c5ccc4)c1ccc[nH]1,-5.131251,-2.417187,,,,,2.7447,,,,,
DQKWAGPBERJFRU-UHFFFAOYSA-N,Oc1ccc(nc1)[C@]1(O)N=N1,-6.85482,-2.284396,2.35,1.94,-0.55,-0.21,7.10346,7.10346,9.75257,2.49,2.15,8.25
DRUGBLSBUAHKDY-UHFFFAOYSA-N,Sc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)S,-5.344316,-2.47678,1.79,,,,5.38554,5.38554,4.89011,1.92,1.2,6.12
DSEATRZWWODIDE-UHFFFAOYSA-N,FC(Oc1ccc(nc1)c1cc2c3cc(c4ccc(cn4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cn1)OC(F)(F)F)cc(c5ccc4)c1ccc(cn1)OC(F)(F)F)(F)F,,,,,,,,,,,,
DTIICCIDAMRDMY-UHFFFAOYSA-N,Fc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)F)cc(c5ccc4)c1ccc(cc1)F,,,,,,,,,,,,
DTJBCVXBRQXSPJ-QJUDHZBZSA-N,CO/N=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=N\OC,-7.045844,-3.24142,2.51,2.12,-0.55,0.08,1.16061,1.16061,9.937,2.67,2.04,8
